10000;0.00768424;-0.00292594
20000;0.00862485;-0.00069247
30000;0.00674314;0.000614028
40000;0.00696216;0.001541
50000;0.00700958;0.00226002
60000;0.00798784;0.0028475
70000;0.00775268;0.00334421
80000;0.00633199;0.00377448
90000;0.00628653;0.004154
100000;0.00699736;0.0044935
110000;0.00652168;0.00480061
120000;0.00722518;0.00508098
130000;0.00733078;0.00533889
140000;0.00745691;0.00557768
150000;0.0075366;0.0058
160000;0.00769499;0.00600795
170000;0.00790815;0.0062033
180000;0.00803966;0.00638748
190000;0.00814281;0.00656169
200000;0.00826894;0.00672697
210000;0.00821614;0.00688418
220000;0.00885413;0.00703408
230000;0.00878667;0.00717731
240000;0.00892698;0.00731445
250000;0.00858623;0.00744599
260000;0.00882431;0.00757237
270000;0.00878569;0.00769397
280000;0.00892111;0.00781116
290000;0.00901009;0.00792423
300000;0.00925159;0.00803347
310000;0.00920368;0.00813913
320000;0.00903551;0.00824143
330000;0.00935768;0.00834058
340000;0.00937821;0.00843677
350000;0.00953612;0.00853018
360000;0.00948674;0.00862095
370000;0.00937381;0.00870924
380000;0.00966176;0.00879517
390000;0.00945252;0.00887887
400000;0.00958599;0.00896045
410000;0.00971652;0.00904001
420000;0.00973168;0.00911766
430000;0.00985829;0.00919348
440000;0.00984021;0.00926756
450000;0.00993945;0.00933997
460000;0.0100069;0.00941079
470000;0.00995118;0.00948009
480000;0.0101228;0.00954793
490000;0.0106366;0.00961437
500000;0.0101751;0.00967946
510000;0.0103574;0.00974327
520000;0.0102069;0.00980584
530000;0.0103599;0.00986722
540000;0.0101164;0.00992745
550000;0.010005;0.00998657
560000;0.0104479;0.0100446
570000;0.0105217;0.0101017
580000;0.0105017;0.0101577
590000;0.0105584;0.0102128
600000;0.0107163;0.0102669
610000;0.0106591;0.0103202
620000;0.0107109;0.0103726
630000;0.010749;0.0104242
640000;0.0106791;0.0104749
650000;0.0108879;0.0105249
660000;0.010904;0.0105741
670000;0.0109969;0.0106225
680000;0.0108977;0.0106702
690000;0.0109436;0.0107173
700000;0.0108874;0.0107637
710000;0.01117;0.0108094
720000;0.0109974;0.0108544
730000;0.0110815;0.0108989
740000;0.0112184;0.0109427
750000;0.011057;0.010986
760000;0.0112198;0.0110286
770000;0.0111773;0.0110708
780000;0.0111274;0.0111123
790000;0.0111602;0.0111534
800000;0.0111269;0.0111939
810000;0.0113567;0.0112339
820000;0.0113103;0.0112735
830000;0.0114354;0.0113125
840000;0.0112174;0.0113511
850000;0.0112985;0.0113893
860000;0.0112941;0.011427
870000;0.0114574;0.0114642
880000;0.0121555;0.011501
890000;0.0116354;0.0115374
900000;0.0114491;0.0115734
910000;0.0114144;0.011609
920000;0.0114501;0.0116443
930000;0.0115058;0.0116791
940000;0.0116437;0.0117136
950000;0.0122147;0.0117477
960000;0.0115635;0.0117814
970000;0.011563;0.0118148
980000;0.0116085;0.0118478
990000;0.0115889;0.0118806
1000000;0.0117913;0.0119129
1010000;0.0123022;0.011945
1020000;0.0117356;0.0119767
1030000;0.0119404;0.0120082
1040000;0.0119321;0.0120393
1050000;0.0119532;0.0120702
1060000;0.0118764;0.0121007
1070000;0.0119536;0.0121309
1080000;0.0124088;0.0121609
1090000;0.0128972;0.0121906
1100000;0.0125232;0.01222
1110000;0.0123746;0.0122492
1120000;0.0123765;0.0122781
1130000;0.012686;0.0123068
1140000;0.0126063;0.0123351
1150000;0.0127613;0.0123633
1160000;0.0126782;0.0123912
1170000;0.0125574;0.0124188
1180000;0.0125442;0.0124463
1190000;0.0128429;0.0124735
1200000;0.0126571;0.0125004
1210000;0.0123193;0.0125272
1220000;0.0124499;0.0125537
1230000;0.0124611;0.01258
1240000;0.0124469;0.0126061
1250000;0.0124723;0.012632
1260000;0.0127931;0.0126576
1270000;0.0127163;0.0126831
1280000;0.0125789;0.0127084
1290000;0.0125936;0.0127335
1300000;0.012684;0.0127583
1310000;0.0125286;0.012783
1320000;0.0126444;0.0128075
1330000;0.0126576;0.0128318
1340000;0.0126532;0.012856
1350000;0.0126767;0.0128799
1360000;0.0127794;0.0129037
1370000;0.0127437;0.0129273
1380000;0.0130898;0.0129508
1390000;0.0129353;0.012974
1400000;0.0128727;0.0129971
1410000;0.0131186;0.0130201
1420000;0.0127745;0.0130428
1430000;0.012929;0.0130654
1440000;0.0131274;0.0130879
1450000;0.0134174;0.0131102
1460000;0.0130272;0.0131323
1470000;0.0131558;0.0131543
1480000;0.0131802;0.0131762
1490000;0.0133406;0.0131979
1500000;0.0133518;0.0132194
1510000;0.0130091;0.0132408
1520000;0.0132316;0.0132621
1530000;0.0130658;0.0132832
1540000;0.013168;0.0133042
1550000;0.0132986;0.0133251
1560000;0.0133113;0.0133458
1570000;0.0132946;0.0133664
1580000;0.013478;0.0133869
1590000;0.0139703;0.0134072
1600000;0.0135552;0.0134274
1610000;0.0133514;0.0134475
1620000;0.0134296;0.0134674
1630000;0.0133831;0.0134873
1640000;0.0139165;0.013507
1650000;0.0135689;0.0135265
1660000;0.0135464;0.013546
1670000;0.0136202;0.0135654
1680000;0.0134002;0.0135846
1690000;0.0134574;0.0136037
1700000;0.0135322;0.0136227
1710000;0.0136251;0.0136416
1720000;0.0134213;0.0136604
1730000;0.0136584;0.0136791
1740000;0.0134359;0.0136977
1750000;0.0135479;0.0137161
1760000;0.014399;0.0137345
1770000;0.0136955;0.0137528
1780000;0.013785;0.0137709
1790000;0.0137029;0.013789
1800000;0.013456;0.0138069
1810000;0.0135181;0.0138248
1820000;0.0135738;0.0138425
1830000;0.0136901;0.0138602
1840000;0.0133665;0.0138777
1850000;0.0136329;0.0138952
1860000;0.0135264;0.0139126
1870000;0.0135679;0.0139299
1880000;0.0137718;0.013947
1890000;0.0136833;0.0139641
1900000;0.0137136;0.0139811
1910000;0.0136305;0.013998
1920000;0.013521;0.0140149
1930000;0.0136598;0.0140316
1940000;0.0135787;0.0140483
1950000;0.0140421;0.0140648
1960000;0.0136642;0.0140813
1970000;0.0138036;0.0140977
1980000;0.0136471;0.014114
1990000;0.0137708;0.0141303
2000000;0.0136745;0.0141464
2010000;0.0138446;0.0141625
2020000;0.0140563;0.0141785
2030000;0.0140353;0.0141944
2040000;0.0142235;0.0142102
2050000;0.014157;0.014226
2060000;0.0140759;0.0142417
2070000;0.0141248;0.0142573
2080000;0.0141785;0.0142728
2090000;0.0141067;0.0142882
2100000;0.0142788;0.0143036
2110000;0.0142362;0.0143189
2120000;0.0142113;0.0143342
2130000;0.014378;0.0143493
2140000;0.0141634;0.0143644
2150000;0.0149251;0.0143794
2160000;0.0141971;0.0143944
2170000;0.0142563;0.0144093
2180000;0.0143663;0.0144241
2190000;0.0143213;0.0144388
2200000;0.0143677;0.0144535
2210000;0.0144973;0.0144681
2220000;0.0144528;0.0144827
2230000;0.0144396;0.0144972
2240000;0.0143452;0.0145116
2250000;0.0144455;0.0145259
2260000;0.0142895;0.0145402
2270000;0.0144885;0.0145545
2280000;0.0143496;0.0145686
2290000;0.0144171;0.0145827
2300000;0.0143966;0.0145968
2310000;0.0144494;0.0146107
2320000;0.0145271;0.0146247
2330000;0.0143477;0.0146385
2340000;0.0144738;0.0146523
2350000;0.0147202;0.0146661
2360000;0.0144122;0.0146797
2370000;0.0145472;0.0146934
2380000;0.0145134;0.0147069
2390000;0.0145154;0.0147204
2400000;0.014621;0.0147339
2410000;0.014442;0.0147473
2420000;0.0147911;0.0147606
2430000;0.0145745;0.0147739
2440000;0.0145178;0.0147872
2450000;0.0145393;0.0148003
2460000;0.0146836;0.0148135
2470000;0.014732;0.0148265
2480000;0.0147955;0.0148395
2490000;0.0147799;0.0148525
2500000;0.0146723;0.0148654
2510000;0.0147256;0.0148783
2520000;0.0147779;0.0148911
2530000;0.0147989;0.0149039
2540000;0.0146704;0.0149166
2550000;0.0149348;0.0149292
2560000;0.0149236;0.0149419
2570000;0.0148894;0.0149544
2580000;0.0148332;0.0149669
2590000;0.014864;0.0149794
2600000;0.014816;0.0149918
2610000;0.0149466;0.0150042
2620000;0.0149334;0.0150165
2630000;0.0147794;0.0150288
2640000;0.0151372;0.015041
2650000;0.0149593;0.0150532
2660000;0.014972;0.0150653
2670000;0.0149476;0.0150774
2680000;0.0147828;0.0150895
2690000;0.0150013;0.0151015
2700000;0.0150136;0.0151134
2710000;0.0154242;0.0151253
2720000;0.0151191;0.0151372
2730000;0.0157263;0.015149
2740000;0.0150502;0.0151608
2750000;0.0150849;0.0151725
2760000;0.0150971;0.0151842
2770000;0.0152467;0.0151959
2780000;0.0150737;0.0152075
2790000;0.0151314;0.0152191
2800000;0.0150101;0.0152306
2810000;0.0153548;0.0152421
2820000;0.0151509;0.0152535
2830000;0.0151807;0.0152649
2840000;0.015786;0.0152763
2850000;0.0150473;0.0152876
2860000;0.0152091;0.0152989
2870000;0.0150507;0.0153102
2880000;0.0152037;0.0153214
2890000;0.0149764;0.0153325
2900000;0.0151079;0.0153437
2910000;0.0153167;0.0153548
2920000;0.0151147;0.0153658
2930000;0.0150536;0.0153768
2940000;0.0151099;0.0153878
2950000;0.0153059;0.0153988
2960000;0.0152922;0.0154097
2970000;0.0151988;0.0154205
2980000;0.0154056;0.0154314
2990000;0.01528;0.0154422
3000000;0.0153431;0.0154529
3010000;0.0155137;0.0154636
3020000;0.0154267;0.0154743
3030000;0.0154262;0.015485
3040000;0.0161805;0.0154956
3050000;0.0154125;0.0155062
3060000;0.015764;0.0155167
3070000;0.0155885;0.0155272
3080000;0.0156427;0.0155377
3090000;0.0155895;0.0155482
3100000;0.0155034;0.0155586
3110000;0.0153851;0.0155689
3120000;0.0155137;0.0155793
3130000;0.0156902;0.0155896
3140000;0.0154951;0.0155999
3150000;0.0156256;0.0156101
3160000;0.0155983;0.0156203
3170000;0.0156555;0.0156305
3180000;0.0154555;0.0156407
3190000;0.0156305;0.0156508
3200000;0.0155948;0.0156609
3210000;0.0156393;0.0156709
3220000;0.0156677;0.0156809
3230000;0.0157259;0.0156909
3240000;0.0156897;0.0157009
3250000;0.015522;0.0157108
3260000;0.0156403;0.0157207
3270000;0.0154741;0.0157306
3280000;0.015676;0.0157404
3290000;0.015763;0.0157502
3300000;0.015762;0.01576
3310000;0.015588;0.0157698
3320000;0.0157772;0.0157795
3330000;0.015609;0.0157892
3340000;0.0155655;0.0157988
3350000;0.0156286;0.0158085
3360000;0.0157982;0.0158181
3370000;0.0157987;0.0158277
3380000;0.0159757;0.0158372
3390000;0.0158036;0.0158467
3400000;0.0157933;0.0158562
3410000;0.0159468;0.0158657
3420000;0.0157097;0.0158751
3430000;0.0157185;0.0158845
3440000;0.0159097;0.0158939
3450000;0.0158525;0.0159033
3460000;0.0157977;0.0159126
3470000;0.0158266;0.0159219
3480000;0.0158671;0.0159312
3490000;0.0159762;0.0159404
3500000;0.0159136;0.0159496
3510000;0.0160475;0.0159588
3520000;0.015961;0.015968
3530000;0.015939;0.0159771
3540000;0.0159263;0.0159862
3550000;0.0160387;0.0159953
3560000;0.0160666;0.0160044
3570000;0.0160353;0.0160134
3580000;0.0160461;0.0160224
3590000;0.0159429;0.0160314
3600000;0.0158989;0.0160404
3610000;0.0162201;0.0160493
3620000;0.0160182;0.0160582
3630000;0.0161052;0.0160671
3640000;0.0161487;0.016076
3650000;0.0161575;0.0160848
3660000;0.0161468;0.0160937
3670000;0.0162485;0.0161024
3680000;0.0162436;0.0161112
3690000;0.0161746;0.01612
3700000;0.0161209;0.0161287
3710000;0.0163081;0.0161374
3720000;0.0162402;0.016146
3730000;0.0162802;0.0161547
3740000;0.0164074;0.0161633
3750000;0.0164435;0.0161719
3760000;0.0162812;0.0161805
3770000;0.0164303;0.0161891
3780000;0.01627;0.0161976
3790000;0.0162441;0.0162061
3800000;0.0161981;0.0162146
3810000;0.0162651;0.0162231
3820000;0.0164328;0.0162315
3830000;0.0162768;0.0162399
3840000;0.0162133;0.0162483
3850000;0.0161756;0.0162567
3860000;0.0160378;0.0162651
3870000;0.0161101;0.0162734
3880000;0.0161434;0.0162817
3890000;0.0162798;0.01629
3900000;0.0162436;0.0162983
3910000;0.01618;0.0163066
3920000;0.0161492;0.0163148
3930000;0.0161248;0.016323
3940000;0.016205;0.0163312
3950000;0.0162524;0.0163394
3960000;0.0163301;0.0163475
3970000;0.0160994;0.0163556
3980000;0.016289;0.0163637
3990000;0.0164176;0.0163718
4000000;0.0162895;0.0163799
4010000;0.0162714;0.0163879
4020000;0.0163267;0.016396
4030000;0.0162886;0.016404
4040000;0.0161086;0.0164119
4050000;0.0164773;0.0164199
4060000;0.0164206;0.0164279
4070000;0.016248;0.0164358
4080000;0.0164396;0.0164437
4090000;0.0163629;0.0164516
4100000;0.0163912;0.0164595
4110000;0.0164108;0.0164673
4120000;0.0165081;0.0164751
4130000;0.016247;0.0164829
4140000;0.0164924;0.0164907
4150000;0.0171578;0.0164985
4160000;0.016271;0.0165063
4170000;0.0165007;0.016514
4180000;0.016666;0.0165217
4190000;0.0164592;0.0165294
4200000;0.0163922;0.0165371
4210000;0.0164127;0.0165448
4220000;0.0165315;0.0165524
4230000;0.0164411;0.01656
4240000;0.0166616;0.0165676
4250000;0.016315;0.0165752
4260000;0.0165017;0.0165828
4270000;0.0166498;0.0165904
4280000;0.0165604;0.0165979
4290000;0.0163966;0.0166054
4300000;0.0163648;0.0166129
4310000;0.0164958;0.0166204
4320000;0.0165017;0.0166279
4330000;0.0164929;0.0166353
4340000;0.0166479;0.0166428
4350000;0.0166513;0.0166502
4360000;0.0165975;0.0166576
4370000;0.0167349;0.016665
4380000;0.0168092;0.0166723
4390000;0.0166562;0.0166797
4400000;0.0166914;0.016687
